Timestamp for sample frequency every 1 min,Temperature_Celsius,Relative_Humidity
2020-03-09 16:37:00,19.7,50.5
2020-03-09 16:38:00,19.7,50.4
2020-03-09 16:39:00,19.7,50.2
2020-03-09 16:40:00,19.7,50.2
2020-03-09 16:41:00,19.7,50
2020-03-09 16:42:00,19.7,50.1
2020-03-09 16:43:00,19.7,49.9
2020-03-09 16:44:00,19.7,50
2020-03-09 16:45:00,19.7,49.9
2020-03-09 16:46:00,19.7,50.1
2020-03-09 16:47:00,19.7,50
2020-03-09 16:48:00,19.7,49.9
2020-03-09 16:49:00,19.7,49.6
2020-03-09 16:50:00,19.7,49.9
2020-03-09 16:51:00,19.7,49.5
2020-03-09 16:52:00,19.7,49.3
2020-03-09 16:53:00,19.7,49.4
2020-03-09 16:54:00,19.7,49.3
2020-03-09 16:55:00,19.7,49.2
2020-03-09 16:56:00,19.7,49.2
2020-03-09 16:57:00,19.7,49.3
2020-03-09 16:58:00,19.7,49.1
2020-03-09 16:59:00,19.6,49.2
2020-03-09 17:00:00,19.6,49.1
2020-03-09 17:01:00,19.6,49
2020-03-09 17:02:00,19.6,49
2020-03-09 17:03:00,19.6,48.8
2020-03-09 17:04:00,19.6,48.8
2020-03-09 17:05:00,19.6,48.9
2020-03-09 17:06:00,19.6,48.7
2020-03-09 17:07:00,19.6,48.9
2020-03-09 17:08:00,19.6,48.6
2020-03-09 17:09:00,19.6,48.5
2020-03-09 17:10:00,19.6,48.2
2020-03-09 17:11:00,19.6,48.4
2020-03-09 17:12:00,19.6,48.4
2020-03-09 17:13:00,19.6,48.4
2020-03-09 17:14:00,19.6,48.8
2020-03-09 17:15:00,19.6,48.5
2020-03-09 17:16:00,19.6,48.6
2020-03-09 17:17:00,19.6,48.5
2020-03-09 17:18:00,19.6,48.8
2020-03-09 17:19:00,19.6,48.3
2020-03-09 17:20:00,19.6,48.5
2020-03-09 17:21:00,19.6,48.7
2020-03-09 17:22:00,19.6,48.6
2020-03-09 17:23:00,19.6,48.9
2020-03-09 17:24:00,19.7,48.5
2020-03-09 17:25:00,19.7,48.4
2020-03-09 17:26:00,19.7,48.7
2020-03-09 17:27:00,19.7,48.8
2020-03-09 17:28:00,19.7,48.5
2020-03-09 17:29:00,19.7,48.6
2020-03-09 17:30:00,19.7,48.6
2020-03-09 17:31:00,19.7,48.8
2020-03-09 17:32:00,19.7,48.4
2020-03-09 17:33:00,19.7,48.4
2020-03-09 17:34:00,19.7,48.4
2020-03-09 17:35:00,19.7,48.4
2020-03-09 17:36:00,19.7,48.4
2020-03-09 17:37:00,19.7,48.6
2020-03-09 17:38:00,19.7,48.5
2020-03-09 17:39:00,19.7,48.6
2020-03-09 17:40:00,19.7,48.5
2020-03-09 17:41:00,19.7,48.4
2020-03-09 17:42:00,19.7,48.5
2020-03-09 17:43:00,19.7,48.6
2020-03-09 17:44:00,19.7,48.7
2020-03-09 17:45:00,19.7,48.5
2020-03-09 17:46:00,19.7,48.5
2020-03-09 17:47:00,19.7,48.4
2020-03-09 17:48:00,19.7,48.6
2020-03-09 17:49:00,19.7,48.6
2020-03-09 17:50:00,19.7,48.4
2020-03-09 17:51:00,19.7,48.7
2020-03-09 17:52:00,19.7,48.6
2020-03-09 17:53:00,19.7,48.6
2020-03-09 17:54:00,19.7,48.6
2020-03-09 17:55:00,19.7,48.5
2020-03-09 17:56:00,19.7,48.4
2020-03-09 17:57:00,19.6,48.3
2020-03-09 17:58:00,19.7,48.4
2020-03-09 17:59:00,19.6,48.5
2020-03-09 18:00:00,19.6,48.3
2020-03-09 18:01:00,19.6,48.3
2020-03-09 18:02:00,19.6,47.8
2020-03-09 18:03:00,19.6,48.2
2020-03-09 18:04:00,19.6,48.1
2020-03-09 18:05:00,19.6,48
2020-03-09 18:06:00,19.6,47.9
2020-03-09 18:07:00,19.5,47.7
2020-03-09 18:08:00,19.5,47.8
2020-03-09 18:09:00,19.5,48
2020-03-09 18:10:00,19.5,47.9
2020-03-09 18:11:00,19.5,47.9
2020-03-09 18:12:00,19.5,48.2
2020-03-09 18:13:00,19.5,47.9
2020-03-09 18:14:00,19.4,48
2020-03-09 18:15:00,19.4,48.1
2020-03-09 18:16:00,19.4,48.1
2020-03-09 18:17:00,19.4,48.2
2020-03-09 18:18:00,19.4,48.1
2020-03-09 18:19:00,19.4,48.2
2020-03-09 18:20:00,19.4,48.2
2020-03-09 18:21:00,19.4,48.1
2020-03-09 18:22:00,19.4,48.3
2020-03-09 18:23:00,19.4,48.3
2020-03-09 18:24:00,19.4,48.3
2020-03-09 18:25:00,19.3,48.4
2020-03-09 18:26:00,19.3,48.4
2020-03-09 18:27:00,19.3,48.3
2020-03-09 18:28:00,19.3,48.4
2020-03-09 18:29:00,19.3,48.6
2020-03-09 18:30:00,19.3,48.3
2020-03-09 18:31:00,19.2,48.4
2020-03-09 18:32:00,19.2,48.4
2020-03-09 18:33:00,19.2,48.3
2020-03-09 18:34:00,19.2,48.4
2020-03-09 18:35:00,19.2,48.4
2020-03-09 18:36:00,19.2,48.3
2020-03-09 18:37:00,19.2,48.3
2020-03-09 18:38:00,19.2,48.2
2020-03-09 18:39:00,19.1,48.2
2020-03-09 18:40:00,19.1,48
2020-03-09 18:41:00,19.1,48.1
2020-03-09 18:42:00,19.1,48.3
2020-03-09 18:43:00,19.1,48.2
2020-03-09 18:44:00,19,48.1
2020-03-09 18:45:00,19,48.3
2020-03-09 18:46:00,19,48
2020-03-09 18:47:00,19,47.9
2020-03-09 18:48:00,19,48
2020-03-09 18:49:00,18.9,47.9
2020-03-09 18:50:00,18.9,47.9
2020-03-09 18:51:00,18.9,47.9
2020-03-09 18:52:00,18.9,47.9
2020-03-09 18:53:00,18.8,48
2020-03-09 18:54:00,18.8,48.1
2020-03-09 18:55:00,18.8,48
2020-03-09 18:56:00,18.8,48
2020-03-09 18:57:00,18.7,47.9
2020-03-09 18:58:00,18.7,47.8
2020-03-09 18:59:00,18.7,48
2020-03-09 19:00:00,18.7,47.9
2020-03-09 19:01:00,18.7,47.8
2020-03-09 19:02:00,18.6,47.8
2020-03-09 19:03:00,18.6,47.8
2020-03-09 19:04:00,18.6,47.8
2020-03-09 19:05:00,18.6,47.6
2020-03-09 19:06:00,18.6,47.8
2020-03-09 19:07:00,18.5,47.8
2020-03-09 19:08:00,18.5,47.8
2020-03-09 19:09:00,18.5,47.7
2020-03-09 19:10:00,18.4,47.8
2020-03-09 19:11:00,18.4,47.8
2020-03-09 19:12:00,18.4,47.9
2020-03-09 19:13:00,18.4,47.9
2020-03-09 19:14:00,18.4,47.7
2020-03-09 19:15:00,18.3,48
2020-03-09 19:16:00,18.3,47.9
2020-03-09 19:17:00,18.3,48
2020-03-09 19:18:00,18.2,47.9
2020-03-09 19:19:00,18.2,47.9
2020-03-09 19:20:00,18.2,47.8
2020-03-09 19:21:00,18.2,47.5
2020-03-09 19:22:00,18.2,47.5
2020-03-09 19:23:00,18.1,47.5
2020-03-09 19:24:00,18.1,47.5
2020-03-09 19:25:00,18.1,47.3
2020-03-09 19:26:00,18,47.3
2020-03-09 19:27:00,18,47.3
2020-03-09 19:28:00,18,47.2
2020-03-09 19:29:00,18,47.2
2020-03-09 19:30:00,17.9,47.2
2020-03-09 19:31:00,17.9,47.2
2020-03-09 19:32:00,17.9,47.3
2020-03-09 19:33:00,17.9,47.2
2020-03-09 19:34:00,17.8,47.3
2020-03-09 19:35:00,17.8,47.3
2020-03-09 19:36:00,17.8,47.4
2020-03-09 19:37:00,17.8,47.5
2020-03-09 19:38:00,17.7,47.5
2020-03-09 19:39:00,17.7,47.5
2020-03-09 19:40:00,17.7,47.6
2020-03-09 19:41:00,17.7,47.5
2020-03-09 19:42:00,17.7,47.5
2020-03-09 19:43:00,17.7,47.4
2020-03-09 19:44:00,17.7,47.4
2020-03-09 19:45:00,17.6,47.7
2020-03-09 19:46:00,17.6,47.8
2020-03-09 19:47:00,17.6,47.8
2020-03-09 19:48:00,17.5,48.1
2020-03-09 19:49:00,17.5,48.6
2020-03-09 19:50:00,17.5,48.8
2020-03-09 19:51:00,17.5,48.6
2020-03-09 19:52:00,17.5,48.9
2020-03-09 19:53:00,17.4,48.7
2020-03-09 19:54:00,17.4,48.5
2020-03-09 19:55:00,17.4,48.1
2020-03-09 19:56:00,17.4,48
2020-03-09 19:57:00,17.3,48
2020-03-09 19:58:00,17.3,47.9
2020-03-09 19:59:00,17.3,48.1
2020-03-09 20:00:00,17.3,48.1
2020-03-09 20:01:00,17.3,48.3
2020-03-09 20:02:00,17.2,48.6
2020-03-09 20:03:00,17.2,48.6
2020-03-09 20:04:00,17.2,48.6
2020-03-09 20:05:00,17.2,48.7
2020-03-09 20:06:00,17.2,48.4
2020-03-09 20:07:00,17.2,48.3
2020-03-09 20:08:00,17.1,48.3
2020-03-09 20:09:00,17.1,48.5
2020-03-09 20:10:00,17.1,48.5
2020-03-09 20:11:00,17,48.7
2020-03-09 20:12:00,17,48.8
2020-03-09 20:13:00,17,49.2
2020-03-09 20:14:00,17,48.7
2020-03-09 20:15:00,17,48.6
2020-03-09 20:16:00,16.9,48.7
2020-03-09 20:17:00,16.9,48.7
2020-03-09 20:18:00,16.9,48.7
2020-03-09 20:19:00,16.9,48.5
2020-03-09 20:20:00,16.8,49.3
2020-03-09 20:21:00,16.8,48.8
2020-03-09 20:22:00,16.8,48.5
2020-03-09 20:23:00,16.8,48.7
2020-03-09 20:24:00,16.7,48.7
2020-03-09 20:25:00,16.7,49.3
2020-03-09 20:26:00,16.7,49
2020-03-09 20:27:00,16.7,49.5
2020-03-09 20:28:00,16.7,49.6
2020-03-09 20:29:00,16.7,49.4
2020-03-09 20:30:00,16.7,49.5
2020-03-09 20:31:00,16.6,49.1
