Timestamp for sample frequency every 1 min,Temperature_Celsius,Relative_Humidity
2020-03-11 19:07:00,19.3,42.5
2020-03-11 19:08:00,19.3,42.7
2020-03-11 19:09:00,19.2,43.1
2020-03-11 19:10:00,19.2,42.8
2020-03-11 19:11:00,19.2,42.8
2020-03-11 19:12:00,19.2,42.9
2020-03-11 19:13:00,19.1,42.5
2020-03-11 19:14:00,19.1,42.7
2020-03-11 19:15:00,19.1,42.2
2020-03-11 19:16:00,19.1,41.9
2020-03-11 19:17:00,19.1,42.2
2020-03-11 19:18:00,19.1,42.2
2020-03-11 19:19:00,19.1,42
2020-03-11 19:20:00,19.1,42.1
2020-03-11 19:21:00,19.1,42.2
2020-03-11 19:22:00,19.1,42.2
2020-03-11 19:23:00,19.1,42.1
2020-03-11 19:24:00,19,42.3
2020-03-11 19:25:00,19,42.2
2020-03-11 19:26:00,19,42.2
2020-03-11 19:27:00,19,42.2
2020-03-11 19:28:00,19,42.3
2020-03-11 19:29:00,19,42.3
2020-03-11 19:30:00,18.9,42.2
2020-03-11 19:31:00,18.9,42.2
2020-03-11 19:32:00,19,41.9
2020-03-11 19:33:00,18.9,42.1
2020-03-11 19:34:00,18.9,42.4
2020-03-11 19:35:00,18.9,42.1
2020-03-11 19:36:00,18.9,42.6
2020-03-11 19:37:00,18.9,42.7
2020-03-11 19:38:00,18.8,42.8
2020-03-11 19:39:00,18.8,42.8
2020-03-11 19:40:00,18.8,43
2020-03-11 19:41:00,18.8,42.9
2020-03-11 19:42:00,18.8,43.2
2020-03-11 19:43:00,18.8,43.4
2020-03-11 19:44:00,18.7,43.4
2020-03-11 19:45:00,18.7,43.6
2020-03-11 19:46:00,18.7,43.5
2020-03-11 19:47:00,18.7,43.6
2020-03-11 19:48:00,18.7,43.8
2020-03-11 19:49:00,18.6,43.8
2020-03-11 19:50:00,18.7,43.8
2020-03-11 19:51:00,18.6,43.9
2020-03-11 19:52:00,18.6,44.1
2020-03-11 19:53:00,18.6,44
2020-03-11 19:54:00,18.6,44.2
2020-03-11 19:55:00,18.5,44.2
2020-03-11 19:56:00,18.5,44.3
2020-03-11 19:57:00,18.5,44.4
2020-03-11 19:58:00,18.5,44.3
2020-03-11 19:59:00,18.4,44.4
2020-03-11 20:00:00,18.4,44.4
2020-03-11 20:01:00,18.4,44.5
2020-03-11 20:02:00,18.4,44.4
2020-03-11 20:03:00,18.3,44.5
2020-03-11 20:04:00,18.3,44.4
2020-03-11 20:05:00,18.3,44.7
2020-03-11 20:06:00,18.3,44.4
2020-03-11 20:07:00,18.3,44.7
2020-03-11 20:08:00,18.2,44.8
2020-03-11 20:09:00,18.2,44.9
2020-03-11 20:10:00,18.2,44.9
2020-03-11 20:11:00,18.1,44.7
2020-03-11 20:12:00,18.2,44.6
2020-03-11 20:13:00,18.2,44.6
2020-03-11 20:14:00,18.2,44.6
2020-03-11 20:15:00,18.2,44.9
2020-03-11 20:16:00,18.1,44.7
2020-03-11 20:17:00,18.1,44.6
2020-03-11 20:18:00,18.1,44.6
2020-03-11 20:19:00,18.2,44.8
2020-03-11 20:20:00,18.1,44.8
2020-03-11 20:21:00,18.1,44.8
2020-03-11 20:22:00,18.1,44.8
2020-03-11 20:23:00,18.1,44.7
2020-03-11 20:24:00,18.1,44.9
2020-03-11 20:25:00,18.1,44.7
2020-03-11 20:26:00,18.1,44.8
2020-03-11 20:27:00,18,45.1
2020-03-11 20:28:00,18,45.1
2020-03-11 20:29:00,18,45.1
2020-03-11 20:30:00,18,45.1
2020-03-11 20:31:00,18,45.1
2020-03-11 20:32:00,17.9,45.2
2020-03-11 20:33:00,18,45
2020-03-11 20:34:00,18,45
2020-03-11 20:35:00,18,45
2020-03-11 20:36:00,17.9,45
2020-03-11 20:37:00,18,45.1
2020-03-11 20:38:00,17.9,45.2
2020-03-11 20:39:00,17.9,45.2
2020-03-11 20:40:00,17.9,45.3
2020-03-11 20:41:00,17.9,45.4
2020-03-11 20:42:00,17.8,45.4
2020-03-11 20:43:00,17.8,45.4
2020-03-11 20:44:00,17.8,45.5
2020-03-11 20:45:00,17.8,45.6
2020-03-11 20:46:00,17.9,45.8
2020-03-11 20:47:00,17.9,45.9
2020-03-11 20:48:00,17.8,46.1
2020-03-11 20:49:00,17.8,46.1
2020-03-11 20:50:00,17.8,46.2
2020-03-11 20:51:00,17.8,46.2
2020-03-11 20:52:00,17.8,46.4
2020-03-11 20:53:00,17.8,46.4
2020-03-11 20:54:00,17.8,46.3
2020-03-11 20:55:00,17.8,46.3
2020-03-11 20:56:00,17.8,46.3
2020-03-11 20:57:00,17.8,46.4
2020-03-11 20:58:00,17.8,46.4
2020-03-11 20:59:00,17.8,46.5
2020-03-11 21:00:00,17.8,46.7
2020-03-11 21:01:00,17.7,46.8
2020-03-11 21:02:00,17.7,46.9
2020-03-11 21:03:00,17.6,47
2020-03-11 21:04:00,17.5,47.1
2020-03-11 21:05:00,17.5,47.1
2020-03-11 21:06:00,17.5,47.3
2020-03-11 21:07:00,17.5,46.8
2020-03-11 21:08:00,17.5,47
2020-03-11 21:09:00,17.5,47
2020-03-11 21:10:00,17.5,46.5
2020-03-11 21:11:00,17.6,46.6
2020-03-11 21:12:00,17.6,46.8
2020-03-11 21:13:00,17.6,46.6
2020-03-11 21:14:00,17.6,47
2020-03-11 21:15:00,17.5,47.1
2020-03-11 21:16:00,17.5,47.1
2020-03-11 21:17:00,17.5,47.3
2020-03-11 21:18:00,17.5,47.3
2020-03-11 21:19:00,17.5,47.4
2020-03-11 21:20:00,17.5,47.5
2020-03-11 21:21:00,17.5,47.6
2020-03-11 21:22:00,17.5,47.7
2020-03-11 21:23:00,17.4,47.8
2020-03-11 21:24:00,17.4,47.9
2020-03-11 21:25:00,17.3,47.9
2020-03-11 21:26:00,17.3,48
2020-03-11 21:27:00,17.3,48
2020-03-11 21:28:00,17.3,48.2
2020-03-11 21:29:00,17.3,48.4
2020-03-11 21:30:00,17.3,48.4
2020-03-11 21:31:00,17.3,48.3
