Timestamp for sample frequency every 1 min,Temperature_Celsius,Relative_Humidity
2020-04-12 18:15:00,16.6,53.7
2020-04-12 18:16:00,16.6,53.7
2020-04-12 18:17:00,16.6,53.7
2020-04-12 18:18:00,16.6,53.7
2020-04-12 18:19:00,16.5,53.7
2020-04-12 18:20:00,16.5,53.7
2020-04-12 18:21:00,16.5,53.7
2020-04-12 18:22:00,16.5,53.8
2020-04-12 18:23:00,16.5,53.8
2020-04-12 18:24:00,16.5,53.8
2020-04-12 18:25:00,16.5,53.8
2020-04-12 18:26:00,16.5,53.8
2020-04-12 18:27:00,16.5,53.9
2020-04-12 18:28:00,16.5,53.9
2020-04-12 18:29:00,16.4,53.9
2020-04-12 18:30:00,16.5,53.9
2020-04-12 18:31:00,16.5,53.9
2020-04-12 18:32:00,16.4,53.9
2020-04-12 18:33:00,16.4,53.9
2020-04-12 18:34:00,16.4,53.9
2020-04-12 18:35:00,16.4,54
2020-04-12 18:36:00,16.4,54
2020-04-12 18:37:00,16.4,54
2020-04-12 18:38:00,16.4,54
2020-04-12 18:39:00,16.4,54
2020-04-12 18:40:00,16.4,54
2020-04-12 18:41:00,16.4,54
2020-04-12 18:42:00,16.4,54
2020-04-12 18:43:00,16.4,54.1
2020-04-12 18:44:00,16.4,54.1
2020-04-12 18:45:00,16.3,54.1
2020-04-12 18:46:00,16.3,54.1
2020-04-12 18:47:00,16.3,54.1
2020-04-12 18:48:00,16.3,54.1
2020-04-12 18:49:00,16.3,54.1
2020-04-12 18:50:00,16.3,54.1
2020-04-12 18:51:00,16.3,54.2
2020-04-12 18:52:00,16.3,54.2
2020-04-12 18:53:00,16.3,54.2
2020-04-12 18:54:00,16.3,54.2
2020-04-12 18:55:00,16.3,54.2
2020-04-12 18:56:00,16.3,54.2
2020-04-12 18:57:00,16.3,54.2
2020-04-12 18:58:00,16.3,54.2
2020-04-12 18:59:00,16.3,54.3
2020-04-12 19:00:00,16.2,54.3
2020-04-12 19:01:00,16.2,54.3
2020-04-12 19:02:00,16.2,54.3
2020-04-12 19:03:00,16.2,54.3
2020-04-12 19:04:00,16.2,54.3
2020-04-12 19:05:00,16.2,54.3
2020-04-12 19:06:00,16.2,54.3
2020-04-12 19:07:00,16.2,54.4
2020-04-12 19:08:00,16.2,54.4
2020-04-12 19:09:00,16.2,54.4
2020-04-12 19:10:00,16.2,54.4
2020-04-12 19:11:00,16.2,54.4
2020-04-12 19:12:00,16.2,54.4
2020-04-12 19:13:00,16.2,54.4
2020-04-12 19:14:00,16.2,54.5
2020-04-12 19:15:00,16.2,54.5
2020-04-12 19:16:00,16.2,54.5
2020-04-12 19:17:00,16.2,54.5
2020-04-12 19:18:00,16.2,54.5
2020-04-12 19:19:00,16.2,54.5
2020-04-12 19:20:00,16.1,54.5
2020-04-12 19:21:00,16.1,54.5
2020-04-12 19:22:00,16.1,54.6
2020-04-12 19:23:00,16.1,54.6
2020-04-12 19:24:00,16.1,54.6
2020-04-12 19:25:00,16.1,54.6
2020-04-12 19:26:00,16.1,54.6
2020-04-12 19:27:00,16.1,54.6
2020-04-12 19:28:00,16.1,54.6
2020-04-12 19:29:00,16.1,54.6
2020-04-12 19:30:00,16.1,54.6
2020-04-12 19:31:00,16.1,54.6
2020-04-12 19:32:00,16.1,54.7
2020-04-12 19:33:00,16.1,54.7
2020-04-12 19:34:00,16.1,54.7
2020-04-12 19:35:00,16,54.7
2020-04-12 19:36:00,16.1,54.7
2020-04-12 19:37:00,16.1,54.8
2020-04-12 19:38:00,16,54.8
2020-04-12 19:39:00,16,54.8
2020-04-12 19:40:00,16,54.8
2020-04-12 19:41:00,16,54.8
2020-04-12 19:42:00,16,54.8
2020-04-12 19:43:00,16,54.8
2020-04-12 19:44:00,16,54.8
2020-04-12 19:45:00,16,54.8
2020-04-12 19:46:00,16,54.8
2020-04-12 19:47:00,16,54.9
2020-04-12 19:48:00,16,54.9
2020-04-12 19:49:00,16,54.9
2020-04-12 19:50:00,16,54.9
2020-04-12 19:51:00,16,54.9
2020-04-12 19:52:00,16,54.9
2020-04-12 19:53:00,16,54.9
2020-04-12 19:54:00,16,54.9
2020-04-12 19:55:00,16,54.9
2020-04-12 19:56:00,15.9,54.9
2020-04-12 19:57:00,15.9,54.9
2020-04-12 19:58:00,15.9,54.9
2020-04-12 19:59:00,15.9,54.9
