Timestamp for sample frequency every 1 min,Temperature_Celsius,Relative_Humidity
2020-05-26 22:19:00,22.6,77.7
2020-05-26 22:20:00,22.6,77.8
2020-05-26 22:21:00,22.6,77.8
2020-05-26 22:22:00,22.6,77.8
2020-05-26 22:23:00,22.6,77.8
2020-05-26 22:24:00,22.6,77.8
2020-05-26 22:25:00,22.6,77.8
2020-05-26 22:26:00,22.6,77.8
2020-05-26 22:27:00,22.6,77.8
2020-05-26 22:28:00,22.6,77.9
2020-05-26 22:29:00,22.6,77.9
2020-05-26 22:30:00,22.5,77.9
2020-05-26 22:31:00,22.5,77.9
2020-05-26 22:32:00,22.5,77.9
2020-05-26 22:33:00,22.5,77.9
2020-05-26 22:34:00,22.5,77.9
2020-05-26 22:35:00,22.5,78
2020-05-26 22:36:00,22.5,77.9
2020-05-26 22:37:00,22.5,78
2020-05-26 22:38:00,22.5,78
2020-05-26 22:39:00,22.5,78
2020-05-26 22:40:00,22.5,78
2020-05-26 22:41:00,22.5,78
2020-05-26 22:42:00,22.5,78
2020-05-26 22:43:00,22.5,78
2020-05-26 22:44:00,22.5,78
2020-05-26 22:45:00,22.5,78
2020-05-26 22:46:00,22.5,78
2020-05-26 22:47:00,22.4,78
2020-05-26 22:48:00,22.4,78
2020-05-26 22:49:00,22.4,78.1
2020-05-26 22:50:00,22.4,78.1
2020-05-26 22:51:00,22.4,78
2020-05-26 22:52:00,22.4,78
2020-05-26 22:53:00,22.4,78
2020-05-26 22:54:00,22.4,78.1
2020-05-26 22:55:00,22.4,78.1
2020-05-26 22:56:00,22.4,78.1
2020-05-26 22:57:00,22.4,78.1
2020-05-26 22:58:00,22.4,78.1
2020-05-26 22:59:00,22.3,78.1
2020-05-26 23:00:00,22.3,78.1
2020-05-26 23:01:00,22.3,78.1
2020-05-26 23:02:00,22.3,78.1
2020-05-26 23:03:00,22.3,78.1
2020-05-26 23:04:00,22.3,78.1
2020-05-26 23:05:00,22.3,78.2
2020-05-26 23:06:00,22.3,78.1
2020-05-26 23:07:00,22.3,78.1
2020-05-26 23:08:00,22.3,78.1
2020-05-26 23:09:00,22.3,78.1
2020-05-26 23:10:00,22.3,78.1
2020-05-26 23:11:00,22.2,78.1
2020-05-26 23:12:00,22.2,78.2
2020-05-26 23:13:00,22.2,78.1
2020-05-26 23:14:00,22.2,78.1
2020-05-26 23:15:00,22.2,78.1
2020-05-26 23:16:00,22.2,78.2
2020-05-26 23:17:00,22.2,78.1
2020-05-26 23:18:00,22.2,78.1
2020-05-26 23:19:00,22.2,78.1
2020-05-26 23:20:00,22.2,78.2
2020-05-26 23:21:00,22.2,78.2
2020-05-26 23:22:00,22.2,78.2
2020-05-26 23:23:00,22.1,78.2
2020-05-26 23:24:00,22.1,78.2
2020-05-26 23:25:00,22.1,78.2
2020-05-26 23:26:00,22.1,78.2
2020-05-26 23:27:00,22.1,78.2
2020-05-26 23:28:00,22.1,78.2
2020-05-26 23:29:00,22.1,78.2
2020-05-26 23:30:00,22.1,78.2
2020-05-26 23:31:00,22.1,78.2
2020-05-26 23:32:00,22.1,78.2
2020-05-26 23:33:00,22.1,78.2
2020-05-26 23:34:00,22.1,78.2
2020-05-26 23:35:00,22.1,78.2
2020-05-26 23:36:00,22.1,78.2
2020-05-26 23:37:00,22,78.2
2020-05-26 23:38:00,22,78.2
2020-05-26 23:39:00,22,78.2
2020-05-26 23:40:00,22,78.3
2020-05-26 23:41:00,22,78.2
2020-05-26 23:42:00,22,78.2
2020-05-26 23:43:00,22,78.3
2020-05-26 23:44:00,22,78.3
2020-05-26 23:45:00,22,78.3
2020-05-26 23:46:00,22,78.3
2020-05-26 23:47:00,22,78.3
2020-05-26 23:48:00,22,78.3
2020-05-26 23:49:00,22,78.2
2020-05-26 23:50:00,22,78.3
2020-05-26 23:51:00,22,78.2
2020-05-26 23:52:00,22,78.2
2020-05-26 23:53:00,21.9,78.2
2020-05-26 23:54:00,21.9,78.2
2020-05-26 23:55:00,21.9,78.2
2020-05-26 23:56:00,21.9,78.2
2020-05-26 23:57:00,21.9,78.2
2020-05-26 23:58:00,21.9,78.2
2020-05-26 23:59:00,21.9,78.2
2020-05-27 00:00:00,21.9,78.2
2020-05-27 00:01:00,21.9,78.2
2020-05-27 00:02:00,21.9,78.3
2020-05-27 00:03:00,21.9,78.2
2020-05-27 00:04:00,21.9,78.3
2020-05-27 00:05:00,21.8,78.2
2020-05-27 00:06:00,21.8,78.3
2020-05-27 00:07:00,21.8,78.3
2020-05-27 00:08:00,21.8,78.2
2020-05-27 00:09:00,21.8,78.2
2020-05-27 00:10:00,21.8,78.3
2020-05-27 00:11:00,21.8,78.3
2020-05-27 00:12:00,21.8,78.3
2020-05-27 00:13:00,21.8,78.3
2020-05-27 00:14:00,21.8,78.3
2020-05-27 00:15:00,21.8,78.3
2020-05-27 00:16:00,21.8,78.3
2020-05-27 00:17:00,21.8,78.4
2020-05-27 00:18:00,21.8,78.4
2020-05-27 00:19:00,21.8,78.4
2020-05-27 00:20:00,21.8,78.4
2020-05-27 00:21:00,21.7,78.4
2020-05-27 00:22:00,21.7,78.4
2020-05-27 00:23:00,21.7,78.4
2020-05-27 00:24:00,21.7,78.4
2020-05-27 00:25:00,21.7,78.5
2020-05-27 00:26:00,21.7,78.5
2020-05-27 00:27:00,21.7,78.4
2020-05-27 00:28:00,21.7,78.4
2020-05-27 00:29:00,21.7,78.4
2020-05-27 00:30:00,21.7,78.4
2020-05-27 00:31:00,21.7,78.5
2020-05-27 00:32:00,21.7,78.5
2020-05-27 00:33:00,21.7,78.4
2020-05-27 00:34:00,21.6,78.4
2020-05-27 00:35:00,21.6,78.4
2020-05-27 00:36:00,21.6,78.4
2020-05-27 00:37:00,21.6,78.5
2020-05-27 00:38:00,21.6,78.5
2020-05-27 00:39:00,21.6,78.5
2020-05-27 00:40:00,21.6,78.5
2020-05-27 00:41:00,21.6,78.5
2020-05-27 00:42:00,21.6,78.5
2020-05-27 00:43:00,21.6,78.5
2020-05-27 00:44:00,21.6,78.5
2020-05-27 00:45:00,21.6,78.5
2020-05-27 00:46:00,21.6,78.5
2020-05-27 00:47:00,21.6,78.5
2020-05-27 00:48:00,21.6,78.5
2020-05-27 00:49:00,21.6,78.5
2020-05-27 00:50:00,21.6,78.5
2020-05-27 00:51:00,21.6,78.5
2020-05-27 00:52:00,21.5,78.5
2020-05-27 00:53:00,21.6,78.6
2020-05-27 00:54:00,21.6,78.5
2020-05-27 00:55:00,21.5,78.5
2020-05-27 00:56:00,21.5,78.6
2020-05-27 00:57:00,21.5,78.5
2020-05-27 00:58:00,21.5,78.6
2020-05-27 00:59:00,21.5,78.5
2020-05-27 01:00:00,21.5,78.6
2020-05-27 01:01:00,21.5,78.5
2020-05-27 01:02:00,21.5,78.5
2020-05-27 01:03:00,21.5,78.6
