Timestamp for sample frequency every 1 min,Temperature_Celsius,Relative_Humidity
2020-03-18 17:02:00,12.6,69.9
2020-03-18 17:03:00,12.6,70
2020-03-18 17:04:00,12.6,69.8
2020-03-18 17:05:00,12.6,69.8
2020-03-18 17:06:00,12.6,69.9
2020-03-18 17:07:00,12.6,69.9
2020-03-18 17:08:00,12.6,69.7
2020-03-18 17:09:00,12.6,70.1
2020-03-18 17:10:00,12.6,70.1
2020-03-18 17:11:00,12.6,70.3
2020-03-18 17:12:00,12.6,69.8
2020-03-18 17:13:00,12.6,69.7
2020-03-18 17:14:00,12.6,69.9
2020-03-18 17:15:00,12.6,70.2
2020-03-18 17:16:00,12.7,70.5
2020-03-18 17:17:00,12.7,70.7
2020-03-18 17:18:00,12.7,70.3
2020-03-18 17:19:00,12.7,70.3
2020-03-18 17:20:00,12.7,70.8
2020-03-18 17:21:00,12.7,70.7
2020-03-18 17:22:00,12.8,71.1
2020-03-18 17:23:00,12.8,70.6
2020-03-18 17:24:00,12.8,70.7
2020-03-18 17:25:00,12.8,70.3
2020-03-18 17:26:00,12.8,70.9
2020-03-18 17:27:00,12.8,70.7
2020-03-18 17:28:00,12.8,70.1
2020-03-18 17:29:00,12.8,70.1
2020-03-18 17:30:00,12.8,70.3
2020-03-18 17:31:00,12.8,70.2
2020-03-18 17:32:00,12.8,70.6
2020-03-18 17:33:00,12.8,70.3
2020-03-18 17:34:00,12.8,70.3
2020-03-18 17:35:00,12.8,70.2
2020-03-18 17:36:00,12.8,70.4
2020-03-18 17:37:00,12.8,70.1
2020-03-18 17:38:00,12.8,70.2
2020-03-18 17:39:00,12.8,70.3
2020-03-18 17:40:00,12.8,70.4
2020-03-18 17:41:00,12.8,70.5
2020-03-18 17:42:00,12.8,70
2020-03-18 17:43:00,12.8,70.1
2020-03-18 17:44:00,12.8,70.1
2020-03-18 17:45:00,12.8,69.7
2020-03-18 17:46:00,12.8,69.8
2020-03-18 17:47:00,12.8,70.2
2020-03-18 17:48:00,12.8,70.2
2020-03-18 17:49:00,12.8,70.3
2020-03-18 17:50:00,12.8,70.4
2020-03-18 17:51:00,12.8,69.9
2020-03-18 17:52:00,12.8,70
2020-03-18 17:53:00,12.8,70.4
2020-03-18 17:54:00,12.8,70
2020-03-18 17:55:00,12.8,70.1
2020-03-18 17:56:00,12.9,70.3
2020-03-18 17:57:00,12.9,70.1
2020-03-18 17:58:00,12.9,69.9
2020-03-18 17:59:00,12.9,70.2
2020-03-18 18:00:00,12.9,70
2020-03-18 18:01:00,12.9,70.4
2020-03-18 18:02:00,12.9,70.3
2020-03-18 18:03:00,12.9,70.4
2020-03-18 18:04:00,12.9,70.1
2020-03-18 18:05:00,12.9,70.5
2020-03-18 18:06:00,12.9,70.3
2020-03-18 18:07:00,12.9,70.2
2020-03-18 18:08:00,12.8,70.2
2020-03-18 18:09:00,12.8,70.4
2020-03-18 18:10:00,12.8,70.3
2020-03-18 18:11:00,12.8,70.3
2020-03-18 18:12:00,12.8,70.3
2020-03-18 18:13:00,12.8,70.5
2020-03-18 18:14:00,12.8,70.6
2020-03-18 18:15:00,12.8,70.6
2020-03-18 18:16:00,12.8,70.4
2020-03-18 18:17:00,12.8,70.6
2020-03-18 18:18:00,12.8,70.4
2020-03-18 18:19:00,12.8,70.6
2020-03-18 18:20:00,12.8,70.4
2020-03-18 18:21:00,12.8,70.5
2020-03-18 18:22:00,12.8,70.5
2020-03-18 18:23:00,12.8,70.7
2020-03-18 18:24:00,12.8,70.7
2020-03-18 18:25:00,12.8,70.6
2020-03-18 18:26:00,12.8,70.7
2020-03-18 18:27:00,12.8,70.7
2020-03-18 18:28:00,12.8,71
2020-03-18 18:29:00,12.8,71
2020-03-18 18:30:00,12.8,70.8
2020-03-18 18:31:00,12.8,70.2
2020-03-18 18:32:00,12.8,70.3
2020-03-18 18:33:00,12.8,70.1
2020-03-18 18:34:00,12.7,70
2020-03-18 18:35:00,12.7,70
2020-03-18 18:36:00,12.7,70
2020-03-18 18:37:00,12.7,70.2
2020-03-18 18:38:00,12.7,70.2
2020-03-18 18:39:00,12.7,70.3
2020-03-18 18:40:00,12.7,70.5
2020-03-18 18:41:00,12.6,70.4
2020-03-18 18:42:00,12.6,70.2
2020-03-18 18:43:00,12.6,70.3
2020-03-18 18:44:00,12.6,70.2
2020-03-18 18:45:00,12.6,70.3
2020-03-18 18:46:00,12.6,70.4
2020-03-18 18:47:00,12.6,70.5
2020-03-18 18:48:00,12.6,70.7
2020-03-18 18:49:00,12.6,70.7
2020-03-18 18:50:00,12.5,70.7
2020-03-18 18:51:00,12.5,70.7
2020-03-18 18:52:00,12.5,70.5
2020-03-18 18:53:00,12.5,70.4
2020-03-18 18:54:00,12.5,70.4
2020-03-18 18:55:00,12.5,70.3
2020-03-18 18:56:00,12.5,70.4
2020-03-18 18:57:00,12.5,70.6
