Timestamp for sample frequency every 1 min,Temperature_Celsius,Relative_Humidity
2020-05-15 15:20:00,28.9,53.2
2020-05-15 15:21:00,28.9,53.2
2020-05-15 15:22:00,28.5,52.7
2020-05-15 15:23:00,27.7,53.6
2020-05-15 15:24:00,27.5,53.9
2020-05-15 15:25:00,27.3,54.4
2020-05-15 15:26:00,27.2,54.9
2020-05-15 15:27:00,27.1,55.2
2020-05-15 15:28:00,27,55.9
2020-05-15 15:29:00,26.9,56.2
2020-05-15 15:30:00,26.9,56.4
2020-05-15 15:31:00,26.8,56.9
2020-05-15 15:32:00,26.7,57.1
2020-05-15 15:33:00,26.7,57.3
2020-05-15 15:34:00,26.6,57.5
2020-05-15 15:35:00,26.6,57.7
2020-05-15 15:36:00,26.6,58
2020-05-15 15:37:00,26.5,58.2
2020-05-15 15:38:00,26.5,58.4
2020-05-15 15:39:00,26.5,58.5
2020-05-15 15:40:00,26.4,58.7
2020-05-15 15:41:00,26.4,58.8
2020-05-15 15:42:00,26.4,59
2020-05-15 15:43:00,26.4,59.2
2020-05-15 15:44:00,26.4,59.3
2020-05-15 15:45:00,26.3,59.4
2020-05-15 15:46:00,26.3,59.5
2020-05-15 15:47:00,26.3,59.6
2020-05-15 15:48:00,26.3,59.8
2020-05-15 15:49:00,26.3,59.9
2020-05-15 15:50:00,26.3,60
2020-05-15 15:51:00,26.3,60.1
2020-05-15 15:52:00,26.3,60.2
2020-05-15 15:53:00,26.3,60.3
2020-05-15 15:54:00,26.3,60.3
2020-05-15 15:55:00,26.3,60.4
2020-05-15 15:56:00,26.3,60.5
2020-05-15 15:57:00,26.3,60.6
2020-05-15 15:58:00,26.3,60.7
2020-05-15 15:59:00,26.3,60.7
2020-05-15 16:00:00,26.3,60.8
2020-05-15 16:01:00,26.3,60.9
2020-05-15 16:02:00,26.3,60.9
2020-05-15 16:03:00,26.3,61
2020-05-15 16:04:00,26.3,61
2020-05-15 16:05:00,26.3,61
2020-05-15 16:06:00,26.3,61.1
2020-05-15 16:07:00,26.3,61.1
2020-05-15 16:08:00,26.3,61.2
2020-05-15 16:09:00,26.3,61.2
2020-05-15 16:10:00,26.4,61.3
2020-05-15 16:11:00,26.4,61.3
2020-05-15 16:12:00,26.4,61.3
2020-05-15 16:13:00,26.4,61.4
2020-05-15 16:14:00,26.4,61.4
2020-05-15 16:15:00,26.4,61.5
2020-05-15 16:16:00,26.4,61.5
2020-05-15 16:17:00,26.4,61.5
2020-05-15 16:18:00,26.4,61.5
2020-05-15 16:19:00,26.4,61.6
2020-05-15 16:20:00,26.4,61.6
2020-05-15 16:21:00,26.5,61.7
2020-05-15 16:22:00,26.5,61.7
2020-05-15 16:23:00,26.5,61.6
